"PublisherLabel" "RegistrationDate" "Ethnicity" "Nationality" "Reason" "Need" "Age" "DecisionDate" "Decision" "DecisionCode"
"London Borough of Hounslow" 2011-05-31 "Mixed: Other" "UK National" "end AST not arrears" "dependent children" 27 2011-06-01 "Not Homeless" 4
"London Borough of Hounslow" 2011-05-31 "Asian/AsBrit: Other" "UK National" "end AST not arrears" "dependent children" 32 2011-07-26 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-05-31 "White: British" "Non-EEA National" "eviction - parents" "dependent children" 23 2011-09-28 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-05-31 "Asian/AsBrit: Pakistani" "UK National" "resident llord eviction" "dependent children" 25 2011-10-05 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-05-31 "White: British" "UK National" "eviction - relatives" "care leaver under 21 yrs" 18 2012-02-29 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-01 "Black/BlkBrit: African" "Non-EEA National" "loss of rented - other" "pregnant" 29 2012-03-29 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-02 "White: British" "UK National" "eviction - parents" "dependent children" 22 2011-11-25 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-03 "Other" "Non-EEA National" "eviction - friends" "vulnerable-mental illness" 22 2011-11-10 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-03 "Asian/AsBrit: Indian" "Non-EEA National" "rent arrears - HA" "dependent children" 37 2012-01-25 "Intentionally homeless" 2
"London Borough of Hounslow" 2011-06-06 "White: British" "UK National" "eviction - parents" "dependent children" 20 2011-11-11 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-06 "No Information Provided" "Not Rec" "end AST not arrears" "dependent children" 22 2012-02-21 "Intentionally homeless" 2
"London Borough of Hounslow" 2011-06-07 "Other" "Non-EEA National" "eviction - relatives" "dependent children" 24 2011-11-23 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-07 "Black/BlkBrit: Other" "UK National" "rent arrears - private" "dependent children" 32 2012-02-23 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-07 "White: British" "UK National" "rent arrears - private" "dependent children" 29 2012-05-14 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-07 "White: British" "UK National" "rent arrears - HA" "dependent children" 50 2012-05-21 "Intentionally homeless" 2
"London Borough of Hounslow" 2011-06-07 "Black/BlkBrit: African" "Non-EEA National" "eviction - parents" "pregnant" 19 2012-07-04 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-08 "White: British" "UK National" "eviction - parents" "drug dependency" 29 2011-07-05 "Not Homeless" 4
"London Borough of Hounslow" 2011-06-08 "Asian/AsBrit: Pakistani" "Not Rec" "end AST not arrears" "dependent children" 24 2012-02-24 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-08 "Other" "UK National" "unsuitable, unfit proprty" "dependent children" 35 2012-02-24 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-10 "White: British" "UK National" "eviction - parents" "dependent children" 24 2011-06-27 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-10 "White: British" "UK National" "eviction - parents" "dependent children" 22 2011-06-30 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-10 "Asian/AsBrit: Indian" "UK National" "eviction - parents" "vulnerable-mental illness" 42 2012-01-19 "Not Homeless" 4
"London Borough of Hounslow" 2011-06-10 "Other" "UK National" "rent arrears - HA" "dependent children" 21 2012-02-14 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-13 "Black/BlkBrit: African" "Non-EEA National" "eviction - relatives" "dependent children" 24 2011-08-10 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-13 "White: British" "UK National" "eviction - parents" "vulnerable - physical" 48 2012-02-24 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-14 "White: British" "UK National" "eviction - parents" "dependent children" 20 2012-01-26 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-14 "Other" "Poland" "end AST not arrears" "dependent children" 43 2012-03-21 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-15 "White: Other" "Other EEA National" "DV - partner" "dependent children" 32 2011-10-31 "Not Homeless" 4
"London Borough of Hounslow" 2011-06-15 "White: British" "UK National" "eviction - parents" "dependent children" 20 2011-11-09 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-15 "White: British" "UK National" "eviction - relatives" "dependent children" 25 2011-11-28 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-15 "White: British" "UK National" "eviction - parents" "dependent children" 31 2011-11-30 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-15 "Mixed: White/Black Africn" "Not Rec" "rent arrears - HA" "dependent children" 24 2012-03-02 "Intentionally homeless" 2
"London Borough of Hounslow" 2011-06-16 "White: British" "UK National" "eviction - parents" "dependent children" 20 2011-06-27 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-16 "Other" "Non-EEA National" "end NASS accommodation" "dependent children" 66 2011-06-27 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-16 "White: British" "Not Rec" "other" "dependent children" 28 2011-09-19 "Intentionally homeless" 2
"London Borough of Hounslow" 2011-06-16 "White: British" "UK National" "eviction - parents" "pregnant" 20 2012-01-11 "Not Homeless" 4
"London Borough of Hounslow" 2011-06-17 "White: Other" "Romania" "DV - partner" "dependent children" 37 2011-07-01 "not elig, other" 5
"London Borough of Hounslow" 2011-06-20 "White: British" "UK National" "loss of rented - other" "dependent children" 21 2011-07-15 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-20 "White: British" "UK National" "eviction - parents" "dependent children" 18 2011-11-28 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-20 "White: British" "UK National" "eviction - parents" "dependent children" 19 2012-04-19 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-20 "White: British" "Not Rec" "end AST not arrears" "dependent children" 22 2012-04-20 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-20 "White: British" "Not Rec" "leaving prison" "vulnerable - physical" 59 2012-09-14 "no priority need" 3
"London Borough of Hounslow" 2011-06-20 "White: British" "Not Rec" "leaving prison" "vulnerable - physical" 60 2013-08-07 "Not Homeless" 4
"London Borough of Hounslow" 2011-06-21 "Asian/AsBrit: Pakistani" "Non-EEA National" "end AST not arrears" "dependent children" 28 2011-10-28 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-22 "Asian/AsBrit: Indian" "UK National" "mortgage arrears" "dependent children" 46 2011-07-06 "Not Homeless" 4
"London Borough of Hounslow" 2011-06-22 "White: British" "UK National" "eviction - parents" "dependent children" 21 2011-10-20 "Not Homeless" 4
"London Borough of Hounslow" 2011-06-22 "Asian/AsBrit: Pakistani" "Non-EEA National" "end AST not arrears" "dependent children" 43 2012-02-24 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-23 "Black/BlkBrit: African" "UK National" "end AST not arrears" "dependent children" 31 2011-07-28 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-23 "Other" "Non-EEA National" "end AST not arrears" "dependent children" 45 2011-08-03 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-24 "White: British" "UK National" "eviction - parents" "dependent children" 24 2011-10-25 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-24 "Asian/AsBrit: Pakistani" "Non-EEA National" "end NASS accommodation" "dependent children" 37 2012-02-20 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-27 "Black/BlkBrit: Other" "Non-EEA National" "eviction - parents" "dependent children" 31 2011-08-05 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-28 "Black/BlkBrit: Other" "Other EEA National" "DV - assoc pers not partn" "pregnant" 19 2011-08-05 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-28 "White: British" "UK National" "eviction - parents" "dependent children" 24 2011-08-09 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-28 "Other" "Not Rec" "DV - partner" "dependent children" 37 2011-09-05 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-28 "Asian/AsBrit: Other" "Not Rec" "rent arrears - private" "dependent children" 54 2011-09-14 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-28 "Other" "Not Rec" "end NASS accommodation" "dependent children" 40 2012-01-25 "Intentionally homeless" 2
"London Borough of Hounslow" 2011-06-28 "Other" "Non-EEA National" "eviction - friends" "dependent children" 38 2012-02-28 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-06-29 "Other" "Poland" "DV - partner" "dependent children" 43 2012-02-27 "Not Homeless" 4
"London Borough of Hounslow" 2011-06-30 "Mixed: White/Black Caribn" "UK National" "eviction - parents" "pregnant" 19 2011-08-22 "Not Homeless" 4
"London Borough of Hounslow" 2011-06-30 "Asian/AsBrit: Pakistani" "UK National" "eviction - relatives" "dependent children" 31 2012-04-27 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-07-01 "Black/BlkBrit: African" "Not Rec" "end NASS accommodation" "vulnerable - physical" 47 2011-08-22 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-07-01 "White: British" "UK National" "eviction - parents" "dependent children" 20 2011-12-13 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-07-04 "Mixed: Other" "UK National" "eviction - parents" "dependent children" 20 2011-07-13 "Intentionally homeless" 2
"London Borough of Hounslow" 2011-07-04 "Asian/AsBrit: Pakistani" "UK National" "eviction - parents" "dependent children" 22 2011-10-05 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-07-05 "No Information Provided" "UK National" "leaving hospital" "vulnerable - physical" 58 2011-12-23 "Not Homeless" 4
"London Borough of Hounslow" 2011-07-05 "White: British" "UK National" "rent arrears - private" "dependent children" 25 2012-02-21 "Intentionally homeless" 2
"London Borough of Hounslow" 2011-07-06 "No Information Provided" "UK National" "end AST not arrears" "dependent children" 25 2012-02-21 "Intentionally homeless" 2
"London Borough of Hounslow" 2011-07-07 "White: British" "UK National" "eviction - parents" "dependent children" 22 2011-10-25 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-07-07 "Asian/AsBrit: Other" "UK National" "end AST not arrears" "dependent children" 27 2011-11-18 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-07-07 "White: Other" "Non-EEA National" "DV - partner" "dependent children" 42 2012-03-30 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-07-08 "Black/BlkBrit: Other" "UK National" "end AST not arrears" "dependent children" 37 2011-11-18 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-07-11 "White: Other" "Not Rec" "eviction - friends" "vulnerable - physical" 37 2011-11-29 "Not Homeless" 4
"London Borough of Hounslow" 2011-07-12 "No Information Provided" "UK National" "eviction - parents" "vulnerable - physical" 26 2011-08-31 "Not Homeless" 4
"London Borough of Hounslow" 2011-07-12 "White: British" "UK National" "end AST not arrears" "dependent children" 24 2011-09-05 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-07-13 "Black/BlkBrit: Other" "Non-EEA National" "end NASS accommodation" "dependent children" 28 2011-10-24 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-07-13 "Black/BlkBrit: African" "UK National" "eviction - relatives" "dependent children" 25 2012-02-29 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-07-14 "White: Other" "Other EEA National" "rent arrears - private" "dependent children" 39 2012-05-02 "Intentionally homeless" 2
"London Borough of Hounslow" 2011-07-14 "White: Other" "Other EEA National" "rent arrears - private" "dependent children" 39 2012-06-27 "Intentionally homeless" 2
"London Borough of Hounslow" 2011-07-14 "Other" "Not Rec" "end AST not arrears" "vulnerable-mental illness" 46 2014-06-10 "no priority need" 3
"London Borough of Hounslow" 2011-07-15 "Black/BlkBrit: African" "UK National" "end AST not arrears" "dependent children" 42 2011-09-12 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-07-15 "Asian/AsBrit: Other" "UK National" "DV - partner" "dependent children" 35 2011-09-15 "Not Homeless" 4
"London Borough of Hounslow" 2011-07-15 "Other" "Other EEA National" "eviction - relatives" "pregnant" 33 2011-12-16 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-07-15 "White: British" "UK National" "other violence" "dependent children" 34 2012-05-09 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-07-18 "Asian/AsBrit: Other" "Non-EEA National" "end AST not arrears" "dependent children" 44 2011-09-05 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-07-18 "White: Other" "Non-EEA National" "DV - partner" "vulnerable-mental illness" 32 2011-11-29 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-07-19 "White: British" "UK National" "rent arrears - HA" "dependent children" 23 2011-08-16 "Intentionally homeless" 2
"London Borough of Hounslow" 2011-07-19 "Asian/AsBrit: Pakistani" "Non-EEA National" "DV - assoc pers not partn" "dependent children" 27 2011-08-23 "Not Homeless" 4
"London Borough of Hounslow" 2011-07-19 "White: British" "UK National" "DV - partner" "vulnerable-mental illness" 38 2011-10-28 "management transfer" 1
"London Borough of Hounslow" 2011-07-19 "Black/BlkBrit: African" "UK National" "eviction - relatives" "dependent children" 23 2011-11-17 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-07-19 "White: British" "UK National" "other" "vulnerable - physical" 42 2012-06-11 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-07-20 "White: British" "UK National" "eviction - parents" "dependent children" 20 2011-10-25 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-07-20 "Asian/AsBrit: Pakistani" "Non-EEA National" "rent arrears - private" "dependent children" 38 2012-03-08 "Intentionally homeless" 2
"London Borough of Hounslow" 2011-07-21 "White: British" "UK National" "eviction - parents" "dependent children" 35 2011-11-15 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-07-21 "Asian/AsBrit: Other" "Non-EEA National" "end NASS accommodation" "vulnerable-mental illness" 56 2011-12-16 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-07-21 "White: British" "UK National" "other" "alcohol dependency" 46 2012-01-19 "Not Homeless" 4
"London Borough of Hounslow" 2011-07-21 "Asian/AsBrit: Pakistani" "UK National" "end AST not arrears" "dependent children" 45 2012-01-30 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-07-22 "Asian/AsBrit: Pakistani" "UK National" "eviction - parents" "dependent children" 31 2011-11-02 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-07-22 "Asian/AsBrit: Pakistani" "UK National" "DV - partner" "dependent children" 36 2012-02-09 "no priority need" 3
"London Borough of Hounslow" 2011-07-22 "Black/BlkBrit: African" "UK National" "eviction - relatives" "pregnant" 25 2012-02-24 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-07-25 "White: British" "UK National" "eviction - parents" "dependent children" 23 2011-12-08 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-07-26 "Black/BlkBrit: Caribbean" "UK National" "leaving prison" "dependent children" 34 2011-09-22 "Intentionally homeless" 2
"London Borough of Hounslow" 2011-07-26 "Black/BlkBrit: African" "Non-EEA National" "eviction - friends" "dependent children" 26 2011-10-07 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-07-26 "Other" "Non-EEA National" "eviction - relatives" "dependent children" 25 2011-10-31 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-07-26 "Black/BlkBrit: Caribbean" "Non-EEA National" "end AST not arrears" "dependent children" 51 2011-12-09 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-07-27 "Asian/AsBrit: Other" "Other EEA National" "eviction - parents" "dependent children" 31 2011-08-25 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-07-27 "White: British" "Not Rec" "end tied accommodation" "dependent children" 36 2011-09-05 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-07-27 "White: British" "UK National" "eviction - parents" "dependent children" 30 2011-10-06 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-07-27 "White: British" "UK National" "eviction - parents" "pregnant" 20 2011-11-11 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-07-27 "White: British" "UK National" "eviction - parents" "dependent children" 33 2014-11-07 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-07-28 "White: Other" "Poland" "end AST not arrears" "pregnant" 32 2012-01-05 "Not Homeless" 4
"London Borough of Hounslow" 2011-07-28 "White: British" "UK National" "relationshp brkdwn not DV" "vulnerable - physical" 55 2012-05-09 "Intentionally homeless" 2
"London Borough of Hounslow" 2011-07-29 "Other" "Latvia" "DV - partner" "dependent children" 34 2011-08-22 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-07-29 "White: British" "UK National" "eviction - relatives" "vulnerable - old age" 61 2011-10-24 "Not Homeless" 4
"London Borough of Hounslow" 2011-08-01 "White: British" "UK National" "eviction - parents" "pregnant" 19 2012-01-12 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-01 "Black/BlkBrit: Caribbean" "Non-EEA National" "eviction - relatives" "dependent children" 28 2012-04-25 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-02 "Black/BlkBrit: African" "UK National" "other" "dependent children" 48 2011-09-22 "Intentionally homeless" 2
"London Borough of Hounslow" 2011-08-02 "Mixed: Other" "UK National" "eviction - parents" "dependent children" 30 2011-12-13 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-02 "Black/BlkBrit: African" "UK National" "other" "dependent children" 48 2012-02-22 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-02 "Other" "Non-EEA National" "end AST not arrears" "dependent children" 24 2012-03-23 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-02 "Black/BlkBrit: Other" "Non-EEA National" "end AST not arrears" "dependent children" 40 2012-05-01 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-03 "White: British" "UK National" "end AST not arrears" "dependent children" 21 2011-11-11 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-03 "White: British" "UK National" "DV - partner" "dependent children" 37 2012-01-18 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-04 "Black/BlkBrit: African" "UK National" "end AST not arrears" "dependent children" 27 2011-11-09 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-04 "Asian/AsBrit: Other" "UK National" "rent arrears - private" "dependent children" 37 2012-02-21 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-05 "Black/BlkBrit: African" "Non-EEA National" "DV - partner" "dependent children" 46 2011-08-23 "Not Homeless" 4
"London Borough of Hounslow" 2011-08-08 "No Information Provided" "UK National" "eviction - parents" "pregnant" 23 2011-09-05 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-08 "White: British" "UK National" "eviction - parents" "dependent children" 20 2011-09-14 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-08 "White: British" "UK National" "other" "dependent children" 20 2012-01-03 "Not Homeless" 4
"London Borough of Hounslow" 2011-08-08 "White: British" "UK National" "eviction - relatives" "vulnerable-mental illness" 24 2012-03-20 "Not Homeless" 4
"London Borough of Hounslow" 2011-08-09 "Black/BlkBrit: African" "Non-EEA National" "DV - partner" "dependent children" 26 2011-08-18 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-09 "White: British" "UK National" "resident llord eviction" "vulnerable - physical" 65 2012-06-01 "Not Homeless" 4
"London Borough of Hounslow" 2011-08-10 "Asian/AsBrit: Indian" "UK National" "end AST not arrears" "dependent children" 37 2011-12-09 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-10 "White: British" "UK National" "eviction - parents" "dependent children" 28 2012-01-31 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-10 "No Information Provided" "UK National" "returned from abroad" "dependent children" 49 2012-02-29 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-11 "White: Other" "Other EEA National" "end AST not arrears" "dependent children" 28 2011-10-28 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-11 "Asian/AsBrit: Other" "UK National" "end AST not arrears" "dependent children" 29 2011-11-28 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-11 "White: Other" "Other EEA National" "end AST not arrears" "dependent children" 32 2012-01-09 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-11 "Black/BlkBrit: Other" "Non-EEA National" "end AST not arrears" "dependent children" 36 2012-01-27 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-12 "White: British" "UK National" "end AST not arrears" "dependent children" 23 2011-09-16 "Not Homeless" 4
"London Borough of Hounslow" 2011-08-12 "Asian/AsBrit: Indian" "Non-EEA National" "sleeping rough" "vulnerable - old age" 77 2012-02-14 "not elig, other" 5
"London Borough of Hounslow" 2011-08-15 "White: British" "UK National" "eviction - parents" "dependent children" 26 2012-02-29 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-16 "Asian/AsBrit: Pakistani" "Non-EEA National" "other" "dependent children" 40 2012-02-27 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-16 "White: British" "UK National" "end AST not arrears" "dependent children" 27 2012-06-19 "Intentionally homeless" 2
"London Borough of Hounslow" 2011-08-17 "White: Other" "Poland" "eviction - relatives" "dependent children" 28 2012-01-30 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-17 "White: Other" "UK National" "rent arrears - private" "dependent children" 39 2012-03-30 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-18 "Other" "Not Rec" "end AST not arrears" "vulnerable-mental illness" 48 2011-08-19 "no priority need" 3
"London Borough of Hounslow" 2011-08-18 "White: British" "UK National" "eviction - parents" "pregnant" 20 2011-10-26 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-18 "White: British" "Not Rec" "eviction - parents" "dependent children" 23 2011-12-05 "Not Homeless" 4
"London Borough of Hounslow" 2011-08-18 "Black/BlkBrit: Caribbean" "UK National" "DV - partner" "dependent children" 23 2012-03-01 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-19 "White: British" "UK National" "unsuitable, unfit proprty" "vulnerable - other" 80 2011-09-14 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-19 "Asian/AsBrit: Pakistani" "Non-EEA National" "eviction - parents" "dependent children" 33 2012-02-29 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-22 "White: Other" "Other EEA National" "end AST not arrears" "pregnant" 32 2011-09-06 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-22 "White: British" "UK National" "eviction - parents" "dependent children" 20 2011-11-25 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-22 "Black/BlkBrit: Other" "UK National" "DV - partner" "dependent children" 20 2011-11-28 "Not Homeless" 4
"London Borough of Hounslow" 2011-08-22 "White: Other" "Poland" "DV - partner" "dependent children" 36 2012-01-31 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-23 "Other" "Non-EEA National" "sleeping rough" "vulnerable-mental illness" 63 2012-02-21 "Not Homeless" 4
"London Borough of Hounslow" 2011-08-23 "White: Other" "Other EEA National" "end AST not arrears" "dependent children" 45 2012-03-30 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-23 "White: British" "UK National" "rent arrears - private" "dependent children" 24 2012-04-27 "Intentionally homeless" 2
"London Borough of Hounslow" 2011-08-24 "Mixed: Other" "UK National" "end AST not arrears" "dependent children" 44 2011-12-07 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-24 "No Information Provided" "Non-EEA National" "relationshp brkdwn not DV" "dependent children" 33 2012-09-13 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-24 "Asian/AsBrit: Pakistani" "UK National" "DV - assoc pers not partn" "pregnant" 27 2012-10-15 "no priority need" 3
"London Borough of Hounslow" 2011-08-25 "White: British" "UK National" "DV - assoc pers not partn" "dependent children" 30 2011-09-14 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-25 "White: British" "UK National" "eviction - parents" "dependent children" 25 2011-09-16 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-25 "Asian/AsBrit: Other" "Non-EEA National" "eviction - friends" "dependent children" 25 2011-11-10 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-25 "White: British" "UK National" "rent arrears - private" "dependent children" 24 2012-01-03 "Not Homeless" 4
"London Borough of Hounslow" 2011-08-25 "Asian/AsBrit: Indian" "Non-EEA National" "DV - assoc pers not partn" "dependent children" 22 2012-05-15 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-26 "Black/BlkBrit: Caribbean" "Non-EEA National" "DV - partner" "dependent children" 30 2011-11-23 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-26 "Asian/AsBrit: Other" "UK National" "affordability" "dependent children" 24 2012-01-11 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-30 "Asian/AsBrit: Pakistani" "Non-EEA National" "DV - partner" "dependent children" 27 2011-09-29 "Not Homeless" 4
"London Borough of Hounslow" 2011-08-30 "Asian/AsBrit: Other" "Non-EEA National" "end AST not arrears" "dependent children" 64 2011-10-25 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-30 "Black/BlkBrit: African" "Non-EEA National" "DV - partner" "dependent children" 32 2011-12-19 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-08-30 "Asian/AsBrit: Pakistani" "Non-EEA National" "DV - partner" "vulnerable-mental illness" 38 2012-02-15 "Not Homeless" 4
"London Borough of Hounslow" 2011-08-30 "Black/BlkBrit: Other" "Not Rec" "end AST not arrears" "dependent children" 29 2012-04-26 "Intentionally homeless" 2
"London Borough of Hounslow" 2011-08-31 "Asian/AsBrit: Pakistani" "UK National" "eviction - parents" "pregnant" 19 2012-03-26 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-01 "No Information Provided" "UK National" "eviction - parents" "dependent children" 24 2011-10-20 "Not Homeless" 4
"London Borough of Hounslow" 2011-09-01 "Black/BlkBrit: Other" "Non-EEA National" "end AST not arrears" "dependent children" 23 2011-10-31 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-01 "Black/BlkBrit: African" "Non-EEA National" "eviction - friends" "pregnant" 21 2012-03-29 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-02 "White: British" "UK National" "other" "dependent children" 31 2012-03-26 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-02 "White: British" "UK National" "resident llord eviction" "vulnerable - physical" 59 2012-03-30 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-05 "White: British" "UK National" "eviction - parents" "dependent children" 19 2011-10-25 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-05 "Asian/AsBrit: Other" "UK National" "eviction - relatives" "dependent children" 52 2011-12-07 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-05 "Black/BlkBrit: African" "Other EEA National" "end AST not arrears" "dependent children" 32 2012-02-15 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-05 "White: British" "Not Rec" "unsuitable, unfit proprty" "vulnerable-mental illness" 40 2012-03-08 "no priority need" 3
"London Borough of Hounslow" 2011-09-05 "No Information Provided" "UK National" "other" "dependent children" 24 2012-05-15 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-06 "Other" "UK National" "eviction - parents" "dependent children" 29 2011-11-25 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-06 "Black/BlkBrit: Other" "Non-EEA National" "end NASS accommodation" "dependent children" 38 2012-01-06 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-06 "White: British" "UK National" "eviction - relatives" "vulnerable - old age" 69 2012-03-14 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-07 "Black/BlkBrit: Other" "Non-EEA National" "end AST not arrears" "dependent children" 33 2011-09-12 "approved permanent rehous" 1
"London Borough of Hounslow" 2011-09-07 "White: British" "UK National" "eviction - parents" "dependent children" 22 2011-10-28 "approved permanent rehous" 1
